Country;Country Code;Indicator Name;Indicator Code;Year;PPP
Mauritania;MRT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;8.81496140376
Mauritius;MUS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;7.53065403589
Malawi;MWI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;2.26518842783
Malaysia;MYS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;1.1899412192
Namibia;NAM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;3.14547023238
Niger;NER;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;164.104460159
Niger;NER;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;187.607725815
Niger;NER;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;209.935290443
Nigeria;NGA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;92.7820281982
Nigeria;NGA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;19.4189157599
Nicaragua;NIC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;10.1596918106
Nicaragua;NIC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;10.5936603546
Nicaragua;NIC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;1.84051379244
Netherlands;NLD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;0.890163
Norway;NOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;9.312731
Norway;NOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;9.091711
Norway;NOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;8.933784
Nepal;NPL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;20.4415914258
Nauru;NRU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;0.961349254415
Nauru;NRU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;0.868720073484
Oman;OMN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;0.138268697859
Pakistan;PAK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;26.6353092194
Pakistan;PAK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;11.0319114879
Panama;PAN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;0.533343037938
Panama;PAN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.521314242454
Panama;PAN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;0.476704698313
Palau;PLW;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;0.725612870099
Palau;PLW;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;0.787859306865
Papua New Guinea;PNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;1.91125095338
Papua New Guinea;PNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;1.3127129708
Puerto Rico;PRI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;0.648349825654
Puerto Rico;PRI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;0.665985632666
Puerto Rico;PRI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;0.748630658957
Portugal;PRT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;0.660642
Portugal;PRT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;0.664259
West Bank and Gaza;PSE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;0.560550602123
Romania;ROU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;0.0878422344736
Russian Federation;RUS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;14.016913
Rwanda;RWA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;156.903656951
Saudi Arabia;SAU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;0.768062374451
Sudan;SDN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;0.0094859834207
Senegal;SEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;164.929512994
Singapore;SGP;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;0.971579792803
Sierra Leone;SLE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;1778.18005371
El Salvador;SLV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;0.44747149972
El Salvador;SLV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;0.325746874077
Sao Tome and Principe;STP;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;7.43139362335
Sao Tome and Principe;STP;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;2.79166807891
Sao Tome and Principe;STP;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;2.51881087897
Suriname;SUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;1.82014083862
Suriname;SUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;0.146461112388
Slovenia;SVN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;0.62397
Sweden;SWE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;9.495769
Eswatini;SWZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;1.04869020477
Eswatini;SWZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;1.87841375318
Eswatini;SWZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;3.1901040644
Sint Maarten (Dutch part);SXM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;1.54946506023
Turks and Caicos Islands;TCA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;1.10173118114
Togo;TGO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;237.437455544
Togo;TGO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;207.185725018
Thailand;THA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;11.1260961712
Thailand;THA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;8.95408392493
Thailand;THA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;11.0276693435
Trinidad and Tobago;TTO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;3.58499974122
Tunisia;TUN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;0.866729668272
Turkey;TUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;1.241052
Turkey;TUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;0.128877
Turkey;TUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;0.852344
Turkey;TUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;0.87996
Tanzania;TZA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;459.348861746
Uganda;UGA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;417.723002586
Ukraine;UKR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;8.34251067993e-06
Ukraine;UKR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;0.905077578815
Ukraine;UKR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;2.25936040138
United States;USA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;1.0
St. Vincent and the Grenadines;VCT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;1.5564314524
Venezuela, RB;VEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;0.670165410328
Venezuela, RB;VEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;1.48048481709
Vietnam;VNM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;7453.56818882
Vietnam;VNM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;6915.33544922
Samoa;WSM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;1.50336365175
South Africa;ZAF;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;5.82525587082
South Africa;ZAF;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;5.10781669617
South Africa;ZAF;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;2.56327860929
Zambia;ZMB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;1.75509802736
Aruba;ABW;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;0.945131434941
Angola;AGO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;46.3437816748
Albania;ALB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;21.9984894631
United Arab Emirates;ARE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;2.1825671196
Argentina;ARG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;1.36408481162
Armenia;ARM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;156.506218798
Armenia;ARM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;128.657680536
Australia;AUS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;1.301014
Austria;AUT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;0.776931
Burundi;BDI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;134.956255856
Burundi;BDI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;250.046851015
Belgium;BEL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;0.835934
Belgium;BEL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;0.880041
Burkina Faso;BFA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;203.309302018
Bulgaria;BGR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;0.000691142512551
Bulgaria;BGR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;0.398322689723
Bahamas, The;BHS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;0.988144605595
Bosnia and Herzegovina;BIH;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;0.687203278712
Belarus;BLR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;0.320173144341
Belarus;BLR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;0.106372947842
Bermuda;BMU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;1.39679682255
Bermuda;BMU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;1.44258238008
Bolivia;BOL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;2.46959879097
Brazil;BRA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;1.47321641445
Brazil;BRA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;0.538560948284
Barbados;BRB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;1.99409141403
Bhutan;BTN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;19.2083396912
Canada;CAN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;1.19081
Canada;CAN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;1.205778
China;CHN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;3.8706972599
Cote d'Ivoire;CIV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;246.519332886
Cameroon;CMR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;232.801391602
Congo, Dem. Rep.;COD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;7.3279835619e-10
Congo, Dem. Rep.;COD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;256.989060764
Congo, Rep.;COG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;314.805084229
Colombia;COL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;1293.741161
Colombia;COL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;896.925025907
Comoros;COM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;180.006617382
Costa Rica;CRI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;363.421783447
Costa Rica;CRI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;138.634384078
Costa Rica;CRI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;126.243010765
Cyprus;CYP;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.603165475669
Czech Republic;CZE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;13.661572
Germany;DEU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;0.948976
Dominica;DMA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;1.73753738403
Dominica;DMA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;1.87042951584
Dominica;DMA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;1.86969295271
Dominica;DMA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;1.76711639249
Denmark;DNK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;6.849806
Denmark;DNK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;7.725447
Dominican Republic;DOM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;18.9759788513
Ecuador;ECU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;0.310880672609
Eritrea;ERI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;1.22288495087
Eritrea;ERI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;4.87667101217
Estonia;EST;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.175009
Ethiopia;ETH;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;5.03550291061
Ethiopia;ETH;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;2.05114355573
Finland;FIN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;0.992037
Fiji;FJI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;0.937128186226
France;FRA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;0.709358
Micronesia, Fed. Sts.;FSM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;0.924579484429
United Kingdom;GBR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;0.707619
Georgia;GEO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;0.521221015138
Ghana;GHA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;0.0911264995381
Gambia, The;GMB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;14.4826145172
Gambia, The;GMB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;9.48134975791
Guinea-Bissau;GNB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;186.667406157
Equatorial Guinea;GNQ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;245.860160206
Equatorial Guinea;GNQ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;259.493273031
Grenada;GRD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;1.73550212383
Grenada;GRD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;1.77099478245
Grenada;GRD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;1.73233725079
Grenada;GRD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;1.76473099009
Guatemala;GTM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;1.28698846768
Guatemala;GTM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;2.6913269603
Guyana;GUY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;106.229804993
Guyana;GUY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;76.7613490251
Hong Kong SAR, China;HKG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;7.20376215439
Haiti;HTI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;35.2871565136
Haiti;HTI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;23.2322654724
Indonesia;IDN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;4353.32714844
Indonesia;IDN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;510.349146633
Indonesia;IDN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;474.190579986
India;IND;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;21.2755038339
India;IND;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;21.075024189
Ireland;IRL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.799042
Iran, Islamic Rep.;IRN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;365.401600411
Iceland;ISL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;92.703742
Israel;ISR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;3.441656
Italy;ITA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;0.700544
Italy;ITA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.746918
Italy;ITA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;0.804486
Italy;ITA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;0.834324
Jamaica;JAM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;69.1724075141
Jordan;JOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;0.290935188532
Japan;JPN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;103.469437
Kazakhstan;KAZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;56.6272993165
Kenya;KEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;39.3849563599
Kenya;KEN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;10.5823539314
Kiribati;KIR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;0.558417053851
St. Kitts and Nevis;KNA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;1.57892941608
Korea, Rep.;KOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;684.890835
Kuwait;KWT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;0.0843067093005
Kuwait;KWT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;0.14224150539
Lao PDR;LAO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;238.129037879
Libya;LBY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;0.698933462388
St. Lucia;LCA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;1.93142795563
St. Lucia;LCA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;1.99576032162
St. Lucia;LCA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;1.63884049261
Lithuania;LTU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;0.44685
Luxembourg;LUX;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;1.001289
Latvia;LVA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1994;0.243
Latvia;LVA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;0.342004
Moldova;MDA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;4.71390224278
Madagascar;MDG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;1013.43463135
Middle income;MIC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;;
North Macedonia;MKD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;19.2895425373
North Macedonia;MKD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;20.0150811019
Mali;MLI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;225.378707886
Mali;MLI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;182.608195263
Mali;MLI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;116.822585023
Malta;MLT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;0.583357982603
Malta;MLT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;0.571554045142
Myanmar;MMR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;139.299702499
Mongolia;MNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;340.317044337
Mozambique;MOZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;23.547195092
Mozambique;MOZ;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;22.8555526733
Malawi;MWI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;7.26674548097
Malaysia;MYS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2019;1.59634880561
Malaysia;MYS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;1.11757808753
Malaysia;MYS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1996;1.03824780211
Malaysia;MYS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;1.14598159875
Namibia;NAM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;6.41411113739
Namibia;NAM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;3.93593889857
Niger;NER;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;156.222675491
Nigeria;NGA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2018;124.800462297
Netherlands;NLD;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;0.836065
Norway;NOR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;9.213305
Nepal;NPL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;8.50305897369
Oman;OMN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;0.19432105124
Oman;OMN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.0867179592275
Pakistan;PAK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;11.533611888
Pakistan;PAK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2006;13.9922210727
Panama;PAN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;0.538338184357
Peru;PER;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;0.0736874457679
Palau;PLW;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;0.755465458796
Papua New Guinea;PNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;0.751758337916
Papua New Guinea;PNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.720211120251
Papua New Guinea;PNG;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2008;1.77263135314
Poland;POL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1993;0.692384
Poland;POL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;1.832369
Poland;POL;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;1.856189
Puerto Rico;PRI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;0.857175412464
Puerto Rico;PRI;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;0.663418302305
Portugal;PRT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2011;0.623083
West Bank and Gaza;PSE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2012;0.611936690323
Romania;ROU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;0.615916073
Rwanda;RWA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2005;197.784708475
Saudi Arabia;SAU;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;1.40180079117
Sudan;SDN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2010;1.0389930425
Singapore;SGP;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;0.938133472562
Singapore;SGP;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2004;0.859346057224
Sierra Leone;SLE;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;293.118239945
El Salvador;SLV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;0.48772457242
San Marino;SMR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2013;0.726226981023
San Marino;SMR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2000;0.757151780656
San Marino;SMR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;0.72209569575
Serbia;SRB;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;30.4620443784
Suriname;SUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;1.81085717678
Suriname;SUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;1.31840080954
Seychelles;SYC;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;3.15637011837
Turks and Caicos Islands;TCA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2014;1.07937180996
Togo;TGO;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1990;140.938272312
Thailand;THA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2002;11.0096658099
Tajikistan;TJK;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;0.35126867356
Turkmenistan;TKM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;1.64451341998
Turkmenistan;TKM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;0.350514010012
Turkmenistan;TKM;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2001;0.512058105946
Timor-Leste;TLS;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2017;0.408969540137
South Asia (IDA & IBRD);TSA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;;
Tunisia;TUN;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2015;0.742019951344
Turkey;TUR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1991;0.001825
Tuvalu;TUV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1992;0.856702892725
Tuvalu;TUV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1997;0.885803156303
Tuvalu;TUV;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2009;1.10996538332
Uganda;UGA;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1995;468.157643281
Ukraine;UKR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2016;5.01420640945
Ukraine;UKR;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2007;1.79136240344
Uruguay;URY;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1999;8.00943246922
St. Vincent and the Grenadines;VCT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;1998;1.62865710151
St. Vincent and the Grenadines;VCT;PPP conversion factor, GDP (LCU per international $);PA.NUS.PPP;2003;1.57536268251
